Time,DT9857E-16(00).Ain 1,DT9857E-16(00).Ain 2,DT9857E-16(00).Ain 3,DT9857E-16(00).Ain 4,DT9857E-16(00).Ain 5,,,QuickDAQ DATA
21.16,-0.003592968,0.004277229,0.014278889,0.013717413,8.63E-04,,,
21.165,-0.003530979,0.003954172,0.01434803,0.011285543,0.001598597,,,
21.17,-0.003219843,0.003278256,0.014357567,0.008487701,0.00274539,,,
21.175,-0.002949238,0.001063347,0.014914274,0.006707907,0.003637075,,,
21.18,-0.002800226,8.24E-04,0.01426816,0.004141331,0.003539324,,,
21.185,-6.85E-04,0.001977682,0.013589859,0.002156496,8.39E-04,,,
21.19,0.001223087,0.003294945,0.010976791,0.001161099,-0.00107646,,,
21.195,0.001431704,0.004549027,0.008876324,1.08E-04,-0.002194643,,,
21.2,-1.07E-04,0.006285906,0.008486509,0.00103116,-0.002607107,,,
21.205,-8.31E-04,0.008366108,0.008461475,6.93E-04,-3.65E-04,,,
21.21,-0.001220703,0.010917187,0.006539822,-1.67E-05,8.69E-04,,,
21.215,-0.001738071,0.009227991,0.003410578,-0.001572371,4.47E-04,,,
21.22,-0.001459122,0.005884171,0.001276732,-0.003852844,-0.001219511,,,
21.225,-5.67E-04,0.004757643,0.001144409,-0.006184578,-0.002416372,,,
21.23,0.001205206,0.003300905,0.001151562,-0.00664115,-0.003412962,,,
21.235,0.003139973,0.002316237,5.91E-04,-0.005846024,-0.002659559,,,
21.24,0.004554987,7.36E-04,3.85E-04,-0.004708767,-0.002816916,,,
21.245,0.005493164,-3.70E-04,-0.001294613,-0.003517866,-0.003691912,,,
21.25,0.006344318,-9.57E-04,-0.005128384,-0.004762411,-0.002045631,,,
21.255,0.007749796,-0.002291203,-0.01069665,-0.004323721,2.36E-04,,,
21.26,0.006529093,-0.003963709,-0.012879372,-0.005059242,0.002708435,,,
21.265,0.003887415,-0.003962517,-0.011688471,-0.006592274,0.002506971,,,
21.27,0.002541542,-0.002863407,-0.009865761,-0.007230043,8.69E-04,,,
21.275,0.001193285,-7.53E-04,-0.010652542,-0.007449389,-8.23E-04,,,
21.28,-0.001409054,-0.002505779,-0.013289452,-0.008196831,-0.00140667,,,
21.285,-0.004448891,-0.006078482,-0.015377998,-0.008983612,-0.001856089,,,
21.29,-0.005601645,-0.008707047,-0.015237331,-0.008199215,-0.002077818,,,
21.295,-0.004769564,-0.010691881,-0.012969971,-0.007307529,-0.003458262,,,
21.3,-0.003509522,-0.009628534,-0.011097193,-0.007795095,-0.003733635,,,
21.305,-0.003067255,-0.008299351,-0.010076761,-0.009127855,-0.003298521,,,
21.31,-0.003355742,-0.008989573,-0.008744001,-0.011591911,-0.003505945,,,
21.315,-0.004993677,-0.010937452,-0.009744167,-0.015207529,-0.003244877,,,
21.32,-0.007394552,-0.010831356,-0.01147151,-0.016399622,-0.004316568,,,
21.325,-0.008769035,-0.010633469,-0.010114908,-0.016518831,-0.004498959,,,
21.33,-0.009583235,-0.011286736,-0.008077622,-0.014228821,-0.003997088,,,
21.335,-0.008378029,-0.010689497,-0.006680489,-0.010405779,-0.004159212,,,
21.34,-0.006611347,-0.011267662,-0.005092621,-0.007659197,-0.002908707,,,
21.345,-0.006517172,-0.01003623,-0.004227161,-0.005631447,-0.002915859,,,
21.35,-0.008078814,-0.010120869,-0.00515461,-0.00498414,-0.003675222,,,
21.355,-0.009242296,-0.010873079,-0.006319284,-0.005425215,-0.003530979,,,
21.36,-0.009413958,-0.012122393,-0.00494957,-0.004248619,-0.00180006,,,
21.365,-0.008713007,-0.011589527,-0.003619194,-0.001716614,0.001269579,,,
21.37,-0.004527569,-0.009303093,-0.002086163,3.68E-04,0.004425049,,,
21.375,-1.53E-04,-0.007356405,-0.002775192,0.001677275,0.004062653,,,
21.38,-1.53E-04,-0.005329847,-0.003736019,0.002366304,0.002049208,,,
21.385,-0.001641512,-0.004922152,-0.004174709,0.003619194,-2.18E-04,,,
21.39,-0.001614094,-0.005239248,-0.003210306,0.005565882,-5.69E-04,,,
21.395,-0.001724958,-0.004755259,-0.002264977,0.007663965,3.81E-04,,,
21.4,-9.97E-04,-0.004395247,-7.87E-04,0.007520914,0.001455545,,,
21.405,-4.28E-04,-0.00290513,0.002362728,0.006103516,0.00313282,,,
21.41,0.001530647,-8.11E-05,0.003342629,0.00472784,0.003538132,,,
21.415,0.002123117,0.003144741,0.005254746,0.002777576,0.002782345,,,
21.42,0.001571178,0.005289316,0.005099773,0.001575947,0.001605749,,,
21.425,4.42E-04,0.005851984,0.003664494,0.001177788,4.16E-04,,,
21.43,7.32E-04,0.005587339,0.004037619,0.002013445,5.23E-04,,,
21.435,0.003528595,0.006183386,0.005450249,0.002747774,7.14E-04,,,
21.44,0.006221533,0.007436276,0.006034374,0.003020763,2.09E-04,,,
21.445,0.007297993,0.008331537,0.005562306,0.002163649,4.34E-04,,,
21.45,0.00813365,0.00885725,0.006537437,6.29E-04,9.08E-04,,,
21.455,0.008817911,0.009559393,0.008065701,-5.58E-04,3.21E-04,,,
21.46,0.005882978,0.010868311,0.009418726,-0.00232935,-5.03E-04,,,
21.465,0.00271678,0.011231899,0.011268854,-0.00177145,-0.001660585,,,
21.47,0.001838207,0.009937286,0.012941361,-0.001438856,-0.001926422,,,
21.475,0.002669096,0.0104177,0.013660193,-0.001261234,-0.00131011,,,
21.48,0.003225803,0.011379719,0.013488531,-2.97E-04,-0.00246048,,,
21.485,0.004054308,0.013462305,0.011355877,-4.90E-04,-0.003535748,,,
21.49,0.003540516,0.012751818,0.008413792,-3.22E-05,-0.004272461,,,
21.495,0.001564026,0.010255575,0.006585121,0.001608133,-0.004384518,,,
21.5,-2.44E-04,0.008884668,0.00737071,9.73E-04,-0.002022982,,,
21.505,-8.17E-04,0.009075403,0.010839701,1.94E-04,0.002142191,,,
21.51,0.001692772,0.010449886,0.012069941,3.60E-04,0.003036261,,,
21.515,0.003689528,0.009922981,0.01205802,0.001020432,0.00244379,,,
21.52,0.006103516,0.007498264,0.011587143,2.78E-04,9.54E-04,,,
21.525,0.008051395,0.005379915,0.008172989,0.001397133,-5.69E-04,,,
21.53,0.007462502,0.005148649,0.005230904,0.001466274,2.38E-06,,,
21.535,0.00595808,0.004316568,0.003808737,0.00420928,0.001354218,,,
21.54,0.003974438,0.003328323,0.002579689,0.006891489,0.003107786,,,
21.545,0.003628731,0.005124807,0.002497435,0.0089252,0.004607439,,,
21.55,0.003498793,0.007472038,0.002496243,0.011410713,0.002822876,,,
21.555,0.003951788,0.008815527,0.003544092,0.009058714,0.001009703,,,
21.56,0.003169775,0.005193949,0.003169775,0.006912947,-2.03E-05,,,
21.565,0.001984835,0.001596212,0.001833439,0.004225969,0.001523495,,,
21.57,0.001475811,-8.01E-04,0.002806187,0.003294945,0.002311468,,,
21.575,0.001878738,-0.002044439,0.004878044,0.003254414,0.003198385,,,
21.58,0.00177145,-0.001323223,0.007458925,0.003107786,0.0022614,,,
21.585,2.49E-04,-0.001018047,0.007388592,0.004521608,0.001335144,,,
21.59,-0.002083778,4.26E-04,0.004929304,0.003453493,7.39E-05,,,
21.595,-0.003530979,-1.55E-04,0.002741814,0.001343489,-0.001618862,,,
21.6,-0.006437302,-0.001966953,0.002104044,-0.001819134,-0.001761913,,,
21.605,-0.008271933,-0.00297904,0.003111363,-0.002081394,-3.03E-04,,,
21.61,-0.008057356,-0.003888607,0.002940893,-0.001833439,0.001546145,,,
21.615,-0.004523993,-0.002542734,0.004323721,-0.001410246,7.43E-04,,,
21.62,-8.36E-04,-0.002344847,0.003488064,-0.001083612,-0.001643896,,,
21.625,1.06E-04,-0.003814697,0.001449585,-0.001918078,-0.003349781,,,
21.63,-0.00228405,-0.005638599,-0.001213551,-0.00420332,-0.003807545,,,
21.635,-0.00346303,-0.007860661,-0.003641844,-0.005021095,-0.003347397,,,
21.64,-0.005196333,-0.008114576,-0.004392862,-0.004708767,-8.05E-04,,,
21.645,-0.00557065,-0.007152557,-0.00579834,-0.005286932,0.001413822,,,
21.65,-0.003602505,-0.005540848,-0.006775856,-0.005708933,0.00218153,,,
21.655,-9.62E-04,-0.002012253,-0.008333921,-0.009006262,0.001093149,,,
21.66,4.72E-04,-0.001957417,-0.009089708,-0.009917021,-0.002588034,,,
21.665,7.64E-04,-0.00415802,-0.008945465,-0.009678602,-0.005301237,,,
21.67,-0.001286268,-0.006603003,-0.009691715,-0.010684729,-0.00485301,,,
21.675,-0.003082752,-0.009225607,-0.010800362,-0.010149479,-0.003919601,,,
21.68,-0.002881289,-0.009964705,-0.01122117,-0.009987354,-0.002785921,,,
21.685,-0.001376867,-0.009542704,-0.010364056,-0.007554293,-0.001734495,,,
21.69,8.20E-04,-0.008634329,-0.009875298,-0.007132292,-0.00156045,,,
21.695,0.001603365,-0.006172657,-0.010828972,-0.008268356,-0.001225472,,,
21.7,0.001071692,-0.00546813,-0.010975599,-0.009059906,-0.002106428,,,
21.705,-8.11E-05,-0.005390644,-0.011177063,-0.008796454,-0.002408028,,,
21.71,-0.001926422,-0.006585121,-0.013818741,-0.007823706,-0.001080036,,,
21.715,-7.62E-04,-0.008071661,-0.016075373,-0.007272959,-4.53E-05,,,
21.72,-7.00E-04,-0.006940365,-0.017462969,-0.006836653,3.97E-04,,,
21.725,7.40E-04,-0.004633665,-0.016995668,-0.006198883,4.67E-04,,,
21.73,0.001401901,-0.003000498,-0.012031794,-0.006011725,-5.70E-04,,,
21.735,1.13E-04,-0.00246644,-0.007143021,-0.007911921,-0.001739264,,,
21.74,-0.002094507,-0.00266552,-0.003298521,-0.00742197,-0.002760887,,,
21.745,-0.005431175,-0.006197691,-0.00161767,-0.007909536,-0.002793074,,,
21.75,-0.004845858,-0.007425547,-3.29E-04,-0.008479357,-0.00210166,,,
21.755,-0.002292395,-0.006073713,-8.94E-05,-0.008237362,-0.002518892,,,
21.76,2.80E-04,-0.00316143,4.83E-04,-0.008569956,-0.004347563,,,
21.765,0.001912117,-0.001049042,6.31E-04,-0.007394552,-0.005271435,,,
21.77,7.41E-04,-0.001659393,5.67E-04,-0.005118847,-0.004923344,,,
21.775,-0.004134178,2.85E-04,0.001267195,-0.003479719,-0.00205636,,,
21.78,-0.006127358,0.001519918,0.002621412,-0.002135038,1.36E-04,,,
21.785,-0.005159378,0.00289917,0.003597736,3.46E-05,0.001446009,,,
21.79,-0.003073216,0.006577969,0.00410676,9.54E-06,0.002647638,,,
21.795,-0.002156496,0.007743835,0.006603003,7.65E-04,0.002104044,,,
21.8,-0.001137257,0.00694871,0.009367466,0.001276732,9.49E-04,,,
21.805,0.001499653,0.004842281,0.011191368,0.003545284,-4.61E-04,,,
21.81,0.003241301,0.002111197,0.009900332,0.006771088,-0.001376867,,,
21.815,0.004659891,0.002110004,0.008505583,0.009874106,-6.72E-04,,,
21.82,0.004969835,0.003421307,0.009548664,0.011463165,4.57E-04,,,
21.825,0.006142855,0.005180836,0.010948181,0.012226105,0.001871586,,,
21.83,0.006973743,0.0070858,0.010735989,0.012456179,0.003390312,,,
21.835,0.005578995,0.007566214,0.009355545,0.009713173,0.004885197,,,
21.84,0.004423857,0.009701252,0.00936985,0.008041859,0.004981756,,,
21.845,0.004223585,0.008548498,0.011806488,0.007660389,0.00587821,,,
21.85,0.003724098,0.008604527,0.013846159,0.008188486,0.005376339,,,
21.855,0.003697872,0.011869669,0.012164116,0.00875473,0.005009174,,,
21.86,0.004025698,0.01275301,0.010732412,0.008131266,0.003623962,,,
21.865,0.004167557,0.011559725,0.009950399,0.008984804,0.001200438,,,
21.87,0.004017353,0.009789467,0.009498596,0.009354353,-0.001176596,,,
21.875,0.003533363,0.009887219,0.009366274,0.007953644,-2.98E-04,,,
21.88,0.003458262,0.010075569,0.011030436,0.00617981,0.001055002,,,
21.885,0.003207922,0.009287596,0.012167692,0.005309582,0.001051426,,,
21.89,0.004370213,0.007796288,0.012305975,0.003089905,0.002256632,,,
21.895,0.003939867,0.008060932,0.011514425,9.56E-04,6.27E-04,,,
21.9,0.003230572,0.008218288,0.008141995,-9.64E-04,-0.001986027,,,
21.905,0.003063679,0.007704496,0.006971359,-0.002026558,-0.003474951,,,
21.91,0.001965761,0.00546813,0.007562637,-5.81E-04,-0.003836155,,,
21.915,0.001206398,0.005403757,0.009047985,8.39E-04,-0.001746416,,,
21.92,5.54E-04,0.008140802,0.009616613,1.55E-05,5.83E-04,,,
21.925,-2.43E-04,0.008349419,0.007616282,-0.002843142,0.002154112,,,
21.93,-0.001854897,0.005781651,0.005861521,-0.003830195,5.21E-04,,,
21.935,-0.002143383,0.003957748,0.004054308,-0.004525185,5.83E-04,,,
21.94,-0.002424717,0.004637241,0.003241301,-0.004197359,-8.64E-04,,,
21.945,-0.001760721,0.004332066,0.002744198,-0.003105402,-0.002422333,,,
21.95,1.19E-04,0.002064705,-3.43E-04,-0.002527237,-0.004059076,,,
21.955,0.001926422,-4.72E-04,-0.001344681,-0.001159906,-0.00413537,,,
21.96,0.004005432,-0.002266169,-0.002069473,-0.001804829,-0.003496409,,,
21.965,0.004621744,-9.44E-04,-0.002988577,-6.20E-05,-0.003169775,,,
21.97,0.00480175,-4.23E-04,-0.006488562,-0.001380444,-0.002824068,,,
21.975,0.003834963,-4.32E-04,-0.007078648,-0.002943277,-0.001266003,,,
21.98,0.001639128,-2.60E-04,-0.0063622,-0.005055666,9.75E-04,,,
21.985,8.85E-04,-4.15E-04,-0.006597042,-0.006949902,0.004014969,,,
21.99,1.67E-04,-0.001516342,-0.008829832,-0.008465052,0.004302263,,,
21.995,-0.002485514,-0.002510548,-0.011258125,-0.008606911,0.004583597,,,
22,-0.003262758,-0.002144575,-0.01259923,-0.007835627,0.001379252,,,
22.005,-3.71E-04,-0.002369881,-0.012120009,-0.003430843,-0.001308918,,,
22.01,0.001701117,-0.003902912,-0.011256933,-0.002087355,-0.005658865,,,
22.015,0.002137423,-0.00515461,-0.009739399,-0.001921654,-0.00646472,,,
22.02,1.90E-04,-0.007692576,-0.007661581,-0.004467964,-0.003342629,,,
22.025,-0.001146793,-0.009822846,-0.007727146,-0.006870031,-8.52E-04,,,
22.03,-0.004018545,-0.011688471,-0.006299019,-0.007408857,-0.001001358,,,
22.035,-0.006018877,-0.01247406,-0.004500151,-0.009170771,-9.45E-04,,,
22.04,-0.005925894,-0.01064539,-0.004450083,-0.009533167,-0.001066923,,,
22.045,-0.006399155,-0.008542538,-0.006775856,-0.007789135,-7.71E-04,,,
22.05,-0.006191731,-0.007122755,-0.00670433,-0.006951094,-0.001428127,,,
22.055,-0.006939173,-0.007305145,-0.005047321,-0.004054308,-0.003498793,,,
22.06,-0.009120703,-0.008645058,-0.006260872,-0.002055168,-0.003579855,,,
22.065,-0.010960102,-0.007956028,-0.007708073,-0.001380444,-0.001635552,,,
22.07,-0.012099743,-0.008680821,-0.005537272,-0.002006292,-0.002518892,,,
22.075,-0.012202263,-0.010187626,-0.002552271,-0.004503727,-0.001835823,,,
22.08,-0.009226799,-0.010765791,-0.001407862,-0.007375479,-1.63E-04,,,
22.085,-0.007312298,-0.010616779,-0.002233982,-0.007295609,-7.24E-04,,,
22.09,-0.004341602,-0.009154081,-9.47E-04,-0.004971027,-4.11E-04,,,
22.095,-8.56E-04,-0.008774996,2.23E-04,-0.003055334,9.41E-04,,,
22.1,-1.78E-04,-0.006275177,-0.002689362,-0.002127886,-8.42E-04,,,
22.105,-9.39E-04,-0.003074408,-0.007439852,-0.002766848,-6.23E-04,,,
22.11,-6.94E-04,-0.003955364,-0.010844469,-0.003323555,4.41E-04,,,
22.115,0.001120567,-0.002403259,-0.009417534,-0.003852844,-0.003488064,,,
22.12,0.001482964,-2.75E-04,-0.00694871,-0.002497435,-0.002737045,,,
22.125,0.002083778,0.002478361,-0.004380941,-0.00264883,0.001277924,,,
22.13,0.002303124,0.004379749,-0.004611015,-0.001866818,0.002589226,,,
22.135,6.27E-04,0.003277063,-0.006415844,-0.0025177,0.0012815,,,
22.14,-3.58E-06,0.002014637,-0.00615716,-0.00266552,0.001498461,,,
22.145,0.001658201,0.001530647,-0.00302434,-0.003267527,6.62E-04,,,
22.15,0.003991127,0.001736879,-0.001510382,-0.001931191,-0.00276804,,,
22.155,0.004823208,0.001531839,-0.002937317,7.89E-04,-0.004092455,,,
22.16,0.006421804,0.003833771,-6.60E-04,0.001927614,-0.003480911,,,
22.165,0.007280111,0.007110834,0.001864433,-2.06E-04,-0.003905296,,,
22.17,0.005843639,0.007247925,0.003043413,-9.11E-04,2.17E-04,,,
22.175,0.001828671,0.004770756,0.003579855,-0.00363946,0.001000166,,,
22.18,2.03E-04,0.002989769,0.006263256,-0.005214214,0.002360344,,,
22.185,3.87E-04,0.004605055,0.008645058,-0.005351305,0.004826784,,,
22.19,6.09E-04,0.007636547,0.009212494,-0.00221014,3.29E-04,,,
22.195,2.52E-04,0.011206865,0.012623072,1.62E-04,-0.00438571,,,
22.2,-0.001373291,0.012266636,0.013155937,2.52E-04,-0.002723932,,,
22.205,5.84E-05,0.010875464,0.00898838,0.003370047,-0.001753569,,,
22.21,0.0025177,0.008900166,0.007078648,0.003424883,-0.00325799,,,
22.215,0.004070997,0.007637739,0.011059046,0.00154376,-0.001623631,,,
22.22,0.002875328,0.008640289,0.012133122,0.002385378,-4.17E-04,,,
22.225,0.003196001,0.010684729,0.008745194,0.001982451,4.95E-04,,,
22.23,0.004054308,0.01106739,0.010455847,0.001058579,0.002144575,,,
22.235,0.003614426,0.0104177,0.01259923,0.003492832,0.001698732,,,
22.24,0.001657009,0.012249947,0.013867617,0.003340244,0.001107454,,,
22.245,0.001790524,0.011402369,0.012983084,0.003284216,6.62E-04,,,
22.25,0.004023314,0.010209084,0.012433529,0.004192591,-7.76E-04,,,
22.255,0.005503893,0.007872582,0.011808872,0.006856918,-0.001410246,,,
22.26,0.007073879,0.006260872,0.00983119,0.008538961,0.00110507,,,
22.265,0.005935431,0.008307695,0.007773638,0.008746386,0.004098415,,,
22.27,0.00154376,0.008021593,0.007977486,0.008554459,0.003714562,,,
22.275,-0.002003908,0.00636816,0.009316206,0.009566546,0.003510714,,,
22.28,-0.001324415,0.006113052,0.009559393,0.009428263,0.003139973,,,
22.285,5.44E-04,0.003249645,0.009542704,0.010436773,0.005167723,,,
22.29,0.001636744,0.001502037,0.008375645,0.010694265,0.005095005,,,
22.295,9.36E-04,-0.001511574,0.006309748,0.010148287,0.002959967,,,
22.3,0.002127886,-0.00336051,0.0050354,0.010192394,3.08E-04,,,
22.305,0.002660751,-4.26E-04,0.003900528,0.008307695,0.004179478,,,
22.31,6.70E-04,0.00182271,0.003749132,0.007073879,0.003322363,,,
22.315,-0.002336502,0.001531839,0.003716946,0.006660223,0.002225637,,,
22.32,-0.004882813,-8.79E-04,0.003013611,0.003610849,0.001488924,,,
22.325,-0.005548,-0.003205538,0.003941059,-1.43E-05,0.002471209,,,
22.33,-0.004028082,-0.003756285,0.002412796,0.001012087,5.51E-04,,,
22.335,-0.005071163,-0.002112389,0.001453161,-0.001037121,1.90E-04,,,
22.34,-0.00484705,-0.002279282,0.001416206,-0.003503561,2.71E-04,,,
22.345,-0.004930496,-0.001929998,-7.78E-04,-0.007709265,-0.003944635,,,
22.35,-0.003428459,-0.001528263,-0.002999306,-0.007477999,-0.005289316,,,
22.355,-0.002604723,-0.003370047,-0.006015301,-0.011173487,-0.007318258,,,
22.36,-0.00287056,-0.004053116,-0.008014441,-0.01296401,-0.007542372,,,
22.365,-0.002260208,-0.004290342,-0.006985664,-0.014157295,-0.002481937,,,
22.37,-9.70E-04,-0.002424717,-0.003985167,-0.012688637,-0.001112223,,,
22.375,-1.23E-04,-0.001108646,-0.00462532,-0.013360977,-0.002815723,,,
22.38,-6.08E-05,-0.002865791,-0.007827282,-0.013831854,-0.001964569,,,
22.385,-9.56E-04,-0.003414154,-0.013334751,-0.015289784,-0.002136231,,,
22.39,-0.002297163,-0.004752874,-0.017191172,-0.015969276,-0.005683899,,,
22.395,-0.002143383,-0.004829168,-0.015753508,-0.015096664,-0.006805658,,,
22.4,-1.91E-05,-0.003621578,-0.013514757,-0.012637377,-0.006018877,,,
22.405,0.003845692,-0.002088547,-0.012140274,-0.009481907,-0.004324913,,,
22.41,0.00445962,-0.002135038,-0.013847351,-0.009444952,3.50E-04,,,
22.415,0.004220009,-0.005034208,-0.014746189,-0.008304119,0.001692772,,,
22.42,1.18E-04,-0.010477305,-0.014016628,-0.00674963,1.86E-04,,,
22.425,-0.002758503,-0.012117624,-0.012823343,-0.007297993,-0.001962185,,,
22.43,-0.005117655,-0.009487867,-0.011991262,-0.00611186,-0.00232935,,,
22.435,-0.00641346,-0.005402565,-0.011290312,-0.007075071,-0.002347231,,,
22.44,-0.005173683,-0.003304482,-0.009009838,-0.006399155,7.68E-04,,,
22.445,-9.99E-04,-0.004148483,-0.01124382,-0.004358292,0.002758503,,,
22.45,-7.15E-06,-0.006457567,-0.011898279,-0.003638268,0.001090765,,,
22.455,-8.58E-04,-0.008380413,-0.009396076,-0.002875328,4.91E-04,,,
22.46,-0.003898144,-0.009566546,-0.005053282,-0.003139973,-0.00166297,,,
22.465,-0.005606413,-0.008615255,-9.31E-04,-0.001294613,-0.003737211,,,
22.47,-0.005347729,-0.008997917,0.001063347,-0.003660917,-0.00125885,,,
22.475,-0.00571847,-0.006828308,0.003088713,-0.003026724,-5.60E-05,,,
22.48,-0.003913641,-0.006722212,-4.09E-04,-0.002319813,-5.54E-04,,,
22.485,-0.002651215,-0.00679493,-9.02E-04,-0.002199411,-1.78E-04,,,
22.49,-0.002781153,-0.005793572,-0.00210166,-6.57E-04,0.001078844,,,
22.495,-0.003451109,-0.001877546,-0.001939535,0.001124144,-5.03E-04,,,
22.5,-0.005738735,-1.79E-04,-5.23E-04,5.01E-05,-2.12E-04,,,
22.505,-0.006576777,-5.22E-04,0.002100468,6.69E-04,-5.41E-04,,,
22.51,-0.00592947,0.001089573,0.006723404,0.003679991,-0.003361702,,,
22.515,-0.004239082,4.17E-04,0.007823706,0.003356934,-7.67E-04,,,
22.52,-0.002419949,0.001162291,0.009093285,0.00222683,0.001987219,,,
22.525,-0.003587008,3.73E-04,0.008603334,3.30E-04,6.41E-04,,,
22.53,-0.003999472,0.001219511,0.008673668,9.98E-04,0.002166033,,,
22.535,-0.004320145,-0.001137257,0.007816553,-5.39E-04,0.001083612,,,
22.54,-0.00295043,-0.00177145,0.004923344,0.001993179,-4.95E-04,,,
22.545,-0.001040697,0.002336502,0.007025003,0.005500317,-5.90E-04,,,
22.55,0.002461672,0.007243156,0.008370876,0.010181665,-4.68E-04,,,
22.555,0.00483036,0.009958744,0.008080006,0.01032114,4.41E-05,,,
22.56,0.002071858,0.00759244,0.005277395,0.007936955,0.004403591,,,
22.565,0.002458096,0.00387907,0.002502203,0.00489831,0.005254746,,,
22.57,0.003830195,0.003535748,0.001271963,0.003727675,0.001819134,,,
22.575,0.005377531,0.005235672,0.00415206,0.00164628,0.003756285,,,
22.58,0.007532835,0.009242296,0.008522272,0.002838373,0.005708933,,,
22.585,0.009424686,0.013508797,0.009496212,0.005352497,0.002554655,,,
22.59,0.009688139,0.013446808,0.008913279,0.004876852,0.001176596,,,
22.595,0.006113052,0.010273457,0.007189512,0.004671812,9.72E-04,,,
22.6,0.004903078,0.007356405,0.004054308,0.001828671,-0.002628565,,,
22.605,0.005960465,0.006642342,0.003482103,-0.00146389,-0.003430843,,,
22.61,0.007896423,0.010237694,0.003859997,4.29E-05,-0.003067255,,,
22.615,0.008170605,0.015902519,0.006220341,-0.001331568,-0.003759861,,,
22.62,0.0070858,0.016124249,0.008656979,-0.001995564,-0.001299381,,,
22.625,0.004303455,0.014688969,0.009417534,-0.004252195,-7.38E-04,,,
22.63,-2.86E-05,0.011883974,0.007849932,-0.0046134,-0.003213882,,,
22.635,-5.53E-04,0.009156466,0.007385016,-0.006574392,-5.35E-04,,,
22.64,4.16E-04,0.009166002,0.008112192,-0.005640984,0.00166297,,,
22.645,0.003730059,0.010716915,0.008955002,-7.32E-04,2.17E-04,,,
22.65,0.005149841,0.010955334,0.012280941,-8.58E-04,-0.001723766,,,
22.655,0.003666878,0.010224581,0.009980202,-0.001676083,1.42E-04,,,
22.66,0.002219677,0.007601976,0.006486177,-3.31E-04,-0.004743338,,,
22.665,-0.001255274,0.004463196,0.00524044,-2.01E-04,-0.002427101,,,
22.67,-0.003554821,0.001995564,0.00451088,2.18E-04,-5.70E-04,,,
22.675,-0.003631115,0.002250671,0.00598073,0.003648996,6.70E-04,,,
22.68,-0.001087189,-8.86E-04,0.005578995,0.004347563,0.003070831,,,
22.685,7.08E-04,-0.001270771,0.004836321,0.005415678,0.003991127,,,
22.69,2.37E-04,-0.003041029,0.002555847,0.005574226,0.001022816,,,
22.695,-0.001200438,-0.002521277,0.002861023,0.00536561,0.001887083,,,
22.7,-0.003448725,-0.004038811,0.00418663,0.004888773,0.003330708,,,
22.705,-0.004777908,-0.00461936,8.34E-04,0.005862713,0.001118183,,,
22.71,-0.005260706,-0.005187988,7.25E-04,0.004947186,7.13E-04,,,
22.715,-0.004746914,-0.006687641,-0.001255274,0.001206398,0.003043413,,,
22.72,-0.005195141,-0.006172657,-0.004009008,0.002303124,0.002048016,,,
22.725,-0.004429817,-0.008176565,-0.005128384,0.00515461,0.001385212,,,
22.73,-0.004042387,-0.008845329,-0.003435612,0.005507469,0.001673698,,,
22.735,-0.003927946,-0.006841421,-0.002413988,0.004751682,-6.52E-04,,,
22.74,-0.004296303,-0.00625968,-0.00549674,0.002096891,-1.14E-04,,,
22.745,-0.002948046,-0.008429289,-0.006617308,-0.002268553,6.78E-04,,,
22.75,-0.001820326,-0.011591911,-0.007992983,-0.006483793,-2.32E-04,,,
22.755,-8.82E-05,-0.01090169,-0.008431673,-0.007925034,7.90E-04,,,
22.76,-3.67E-04,-0.007669926,-0.008471012,-0.007876158,0.001605749,,,
22.765,-0.001018047,-0.003403425,-0.008723736,-0.006664991,-0.001620054,,,
22.77,-0.004333258,-0.003196001,-0.007607937,-0.007896423,-0.002421141,,,
22.775,-0.007026196,-0.005333424,-0.008704662,-0.008648634,-0.001574755,,,
22.78,-0.010105372,-0.006016493,-0.011324883,-0.008553267,-0.002592802,,,
22.785,-0.008023977,-0.007038117,-0.011074543,-0.010712147,-0.00297308,,,
22.79,-0.004404783,-0.006687641,-0.009189844,-0.012376308,-0.003714562,,,
22.795,-0.002524853,-0.004760027,-0.00803113,-0.014833212,-0.007851124,,,
22.8,-0.00166297,-0.005325079,-0.008186102,-0.01439333,-0.007610321,,,
22.805,-0.001831055,-0.008511543,-0.008319616,-0.014812946,-0.005323887,,,
22.81,-0.003365278,-0.009611845,-0.008060932,-0.013571978,-0.003569126,,,
22.815,-0.005261898,-0.009123087,-0.008760691,-0.013545752,-0.001866818,,,
22.82,-0.005356073,-0.007078648,-0.00867486,-0.010752678,-7.39E-05,,,
22.825,-0.00197053,-0.004749298,-0.007426739,-0.007820129,-0.002229214,,,
22.83,-0.001664162,-0.002259016,-0.008852482,-0.007716417,-0.002241135,,,
22.835,-0.002851486,-0.001814365,-0.009453297,-0.010050535,-0.001784563,,,
22.84,-0.001977682,-0.004281998,-0.011737347,-0.009605885,-0.00322938,,,
22.845,-0.001122952,-0.005040169,-0.011640787,-0.008780956,-0.002332926,,,
22.85,6.39E-04,-0.004018545,-0.010317564,-0.00535965,-0.001487732,,,
22.855,0.002678633,-0.001801252,-0.00810504,-0.002155304,-0.001643896,,,
22.86,0.004253388,-4.22E-04,-0.003364086,-7.10E-04,-7.71E-04,,,
22.865,0.005331039,-0.002000332,-0.003072023,-6.38E-04,3.00E-04,,,
22.87,0.004402399,-0.003557205,-0.003751516,-0.001586676,0.001598597,,,
22.875,0.002505779,-0.00276804,-0.005947352,-0.001330376,2.43E-04,,,
